material_id,bulk_modulus_vrh
mp-13545,26.708
mp-13548,12.618
mp-13570,69.339
mp-13572,173.75
mp-13610,20.125
mp-13641,148.77
mp-13660,49.159
mp-13682,21.582
mp-13683,111.883
mp-13725,70.982
mp-13797,42.815
mp-13798,37.066
mp-13801,170.426
mp-13811,104.102
mp-13815,34.753
mp-13816,31.129
mp-13853,170.079
mp-13854,300.208
mp-13868,37.214
mp-13900,68.022
mp-13903,21.356
mp-13907,12.236
mp-13910,55.955
mp-13914,154.032
mp-13915,112.914
mp-13916,47.84
mp-13920,43.515
mp-13925,32.42
mp-13944,102.784
mp-13946,19.966
mp-13947,21.791
mp-13948,19.374
mp-13949,25.359
mp-13962,70.196
mp-13963,33.487
mp-13964,93.679
mp-13967,180.208
mp-13982,68.712
mp-13983,40.303
mp-13992,20.277
mp-13993,73.57
mp-14006,49.629
mp-14018,12.83
mp-14024,131.559
mp-14038,40.086
mp-14039,43.639
mp-14069,92.213
mp-14070,91.475
mp-14088,12.393
mp-14090,48.836
mp-14091,52.422
mp-14092,42.2
mp-14115,114.358
mp-14116,163.487
mp-14205,23.904
mp-14208,62.422
mp-14209,59.504
mp-14285,164.337
mp-14338,15.169
mp-14344,166.869
mp-14398,111.164
mp-14433,134.959
mp-14622,197.034
mp-14625,92.959
mp-14753,82.815
mp-14763,88.138
mp-14793,98.07
mp-14796,24.605
mp-14797,23.717
mp-14827,81.654
mp-14983,119.975
mp-15051,147.983
mp-15053,155.622
mp-15157,32.545
mp-15178,128.084
mp-15179,72.794
mp-15236,31.363
mp-15252,72.817
mp-15254,47.682
mp-15297,131.265
mp-15318,34.367
mp-15322,113.813
mp-15556,11.807
mp-15637,35.559
mp-15639,24.756
mp-15641,46.805
mp-15642,43.089
mp-15643,39.991
mp-15649,152.046
mp-15651,109.537
mp-15659,135.898
mp-15661,113.058
mp-15668,21.931
mp-15669,52.172
mp-15684,22.329
mp-15685,31.898
mp-15686,51.282
mp-15694,116.084
mp-15695,111.197
mp-15724,18.878
mp-15776,36.647
mp-15777,29.631
mp-15778,83.144
mp-15779,124.71
mp-15780,197.337
mp-15781,37.153
mp-15783,40.489
mp-15788,48.397
mp-15789,49.046
mp-15791,50.021
mp-15793,40.551
mp-15795,41.119
mp-15796,40.461
mp-15819,114.667
mp-15820,61.118
mp-15821,54.525
mp-15845,52.666
mp-15856,199.853
mp-15885,42.596
mp-15896,63.392
mp-15922,136.02
mp-15954,134.441
mp-15960,80.916
mp-15963,220.115
mp-15964,115.025
mp-15968,118.652
mp-15985,133.221
mp-15986,128.834
mp-15987,145.521
mp-15999,40.186
mp-16032,70.35
mp-16033,75.322
mp-16035,73.923
mp-16036,79.972
mp-16136,93.461
mp-16236,27.612
mp-16238,46.551
mp-16245,52.219
mp-16250,127.616
mp-16253,31.094
mp-16254,56.726
mp-16259,116.99
mp-16260,85.58
mp-16263,49.099
mp-16266,54.426
mp-16267,62.141
mp-16272,168.858
mp-16297,101.411
mp-16304,126.409
mp-16305,175.386
mp-16314,103.205
mp-16318,51.784
mp-16321,65.501
mp-16326,127.339
mp-16327,100.142
mp-16329,101.691
mp-16337,25.141
mp-16342,80.872
mp-16343,37.377
mp-16349,132.644
mp-16356,158.126
mp-16370,80.239
mp-16371,87.818
mp-16376,99.731
mp-16481,130.385
mp-16483,79.367
mp-16488,107.487
mp-16491,65.439
mp-16493,93.21
mp-16497,106.697
mp-16501,156.936
mp-16503,97.439
mp-16506,38.92
mp-16513,66.853
mp-16514,172.818
mp-16516,90.658
mp-16517,100.232
mp-16523,157.304
mp-16524,129.942
mp-16566,49.545
mp-16645,80.64
mp-16646,72.105
mp-16648,63.729
mp-16719,96.935
mp-16734,105.535
mp-16745,66.619
mp-16750,69.964
mp-16751,71.734
mp-16753,72.224
mp-16764,26.11
mp-16796,132.861
mp-16828,64.468
mp-16913,31.512
mp-16916,77.543
mp-16960,205.051
mp-17045,192.803
mp-17092,103.247
mp-17123,203.505
mp-17129,85.441
mp-17177,143.453
mp-17190,84.782
mp-17413,204.618
mp-17481,148.83
mp-17518,69.088
mp-17524,13.477
mp-17577,78.322
mp-17612,71.162
mp-17639,80.602
mp-17695,72.275
mp-17701,70.857
mp-17751,70.05
mp-17783,57.457
mp-17862,64.884
mp-17875,71.121
mp-17892,93.415
mp-18105,8.401
mp-18167,28.128
mp-18198,116.177
mp-18300,37.606
mp-18337,214.318
mp-18427,159.974
mp-18513,35.573
mp-18707,69.596
mp-19716,79.926
mp-19717,38.461
mp-19722,64.725
mp-19728,124.598
mp-19729,55.073
mp-19734,20.958
mp-19740,100.795
mp-19754,145.684
mp-19764,41.265
mp-19765,20.25
mp-19773,84.386
mp-19774,38.252
mp-19777,38.199
mp-19782,76.971
mp-19787,78.082
mp-19789,297.065
mp-19791,103.004
mp-19795,20.396
mp-19796,177.267
mp-19799,45.434
mp-19807,101.711
mp-19808,56.803
mp-19814,102.3
mp-19816,48.746
mp-19817,78.064
mp-19820,49.521
mp-19824,80.263
mp-19830,169.316
mp-19833,51.173
mp-19835,161.184
mp-19850,197.347
mp-19851,14.982
mp-19856,127.368
mp-19857,82.846
mp-19870,169.4
mp-19876,102.664
mp-19880,94.192
mp-19886,109.3
mp-19893,57.971
mp-19895,75.371
mp-19896,41.491
mp-19905,212.261
mp-19906,128.163
mp-19917,32.766
mp-19918,73.164
mp-19920,43.072
mp-19921,15.634
mp-19929,106.537
mp-19934,79.546
mp-19940,138.579
mp-19955,157.602
mp-19962,92.692
mp-19963,183.277
mp-19966,32.249
mp-19970,81.806
mp-19973,86.372
mp-19974,42.934
mp-19977,54.505
mp-19988,90.833
mp-19991,47.85
mp-20001,69.787
mp-20004,118.251
mp-20007,142.033
mp-20010,83.761
mp-20012,36.737
mp-20023,51.835
mp-20025,38.003
mp-20027,175.013
mp-20033,154.138
mp-20034,34.167
mp-20043,122.853
mp-20049,71.576
mp-20054,111.302
mp-20059,81.216
mp-20064,74.223
mp-20066,4.63
mp-20067,55.843
mp-20098,85.368
mp-20115,100.771
mp-20122,81.505
mp-20131,54.648
mp-20136,24.299
mp-20144,214.246
mp-20145,182.718
mp-20147,174.291
mp-20151,55.443
mp-20174,96.833
mp-20181,115.855
mp-20185,96.168
mp-20192,163.306
mp-20193,205.75
mp-20194,170.992
mp-20197,183.799
mp-20201,61.258
mp-20202,73.432
mp-20206,65.84
mp-20214,83.085
mp-20225,50.804
mp-20238,145.046
mp-20245,82.529
mp-20249,201.268
mp-20255,147.728
mp-20257,87.148
mp-20261,32.669
mp-20265,81.018
mp-20268,150.678
mp-20281,146.12
mp-20290,69.232
mp-20298,55.174
mp-20305,48.543
mp-20311,21.309
mp-20329,108.417
mp-20338,114.955
mp-20340,109.129
mp-20344,175.908
mp-20350,153.834
mp-20351,59.35
mp-20352,87.964
mp-20354,77.255
mp-20356,78.176
mp-20363,103.688
mp-20385,63.104
mp-20389,23.527
mp-20400,122.45
mp-20401,139.708
mp-20405,113.09
mp-20418,220.895
mp-20422,11.679
mp-20436,234.349
mp-20452,30.681
mp-20456,98.035
mp-20459,65.557
mp-20463,51.78
mp-20465,110.797
mp-20469,38.382
mp-20474,70.597
mp-20481,129.866
mp-20483,39.516
mp-20485,10.288
mp-20489,105.376
mp-20492,147.712
mp-20497,58.263
mp-20521,141.942
mp-20522,66.924
mp-20525,63.477
mp-20533,55.359
mp-20536,125.544
mp-20541,206.579
mp-20542,100.458
mp-20549,38.108
mp-20554,42.952
mp-20555,32.491
mp-20557,104.111
mp-20563,76.172
mp-20582,49.919
mp-20595,61.992
mp-20596,186.818
mp-20601,47.766
mp-20619,133.533
mp-20622,160.007
mp-20627,66.775
mp-20648,244.406
mp-20663,68.88
mp-20664,82.893
mp-20683,73.545
mp-20686,55.238
mp-20689,241.544
mp-20690,86.25
mp-20695,96.578
mp-20697,133.345
mp-20698,48.848
mp-20708,60.931
mp-20714,91.182
mp-20724,34.401
mp-20725,114.693
mp-20729,49.718
mp-20730,161.751
mp-20731,23.239
mp-20733,151.348
mp-20735,38.321
mp-20744,140.627
mp-20753,171.563
mp-20757,111.84
mp-20760,39.889
mp-20766,81.668
mp-20777,100.361
mp-20782,23.297
mp-20790,15.077
mp-20800,81.529
mp-20801,67.719
mp-20817,120.097
mp-20820,30.668
mp-20822,81.024
mp-20826,12.527
mp-20832,23.091
mp-20840,166.928
mp-20841,108.746
mp-20847,106.614
mp-20849,129.07
mp-20857,308.915
mp-20862,109.411
mp-20865,66.035
mp-20868,259.462
mp-20874,143.683
mp-20892,195.86
mp-20898,64.011
mp-20901,96.857
mp-20903,52.62
mp-20906,147.431
mp-20920,55.261
mp-20924,177.23
mp-20932,215.347
mp-20933,121.349
mp-20937,319.679
mp-20939,47.139
mp-20941,61.685
mp-20944,91.606
mp-20949,162.799
mp-20952,126.65
mp-20959,62.668
mp-20971,198.87
mp-20987,63.26
mp-20990,72.128
mp-20998,29.742
mp-20999,65.083
mp-21000,115.114
mp-21003,122.595
mp-21007,103.847
mp-21008,190.994
mp-21017,77.789
mp-21022,75.749
mp-21023,157.86
mp-21024,47.596
mp-21026,71.969
mp-21027,66.9
mp-21029,59.663
mp-21035,94.605
mp-21040,158.937
mp-21048,198.838
mp-21069,131.731
mp-21075,239.071
mp-21079,132.27
mp-21104,113.876
mp-21113,129.611
mp-21115,69.426
mp-21124,52.456
mp-21135,71.496
mp-21157,108.787
mp-21164,67.988
mp-21168,46.089
mp-21171,186.181
mp-21188,71.273
mp-21194,82.192
mp-21197,53.471
mp-21198,72.208
mp-21200,75.088
mp-21201,100.405
mp-21202,44.614
mp-21206,37.775
mp-21235,187.236
mp-21236,79.315
mp-21237,156.743
mp-21240,142.427
mp-21242,30.798
mp-21248,244.124
mp-21249,89.902
mp-21260,95.179
mp-21272,92.177
mp-21281,133.86
mp-21290,103.02
mp-21294,53.665
mp-21296,12.723
mp-21297,68.495
mp-21301,128.198
mp-21306,185.534
mp-21316,258.184
mp-21336,254.448
mp-21340,176.04
mp-21342,162.896
mp-21343,172.63
mp-21363,97.721
mp-21366,113.282
mp-21371,216.773
mp-21372,119.689
mp-21374,20.89
mp-21381,58.108
mp-21385,105.586
mp-21415,114.065
mp-21422,141.273
mp-21430,39.636
mp-21431,55.314
mp-21432,45.604
mp-21443,77.426
mp-21449,233.807
mp-21467,165.425
mp-21471,67.093
mp-21477,22.069
mp-21479,64.429
mp-21483,41.855
mp-21484,76.629
mp-21490,77.982
mp-21495,238.171
mp-21503,54.137
mp-21505,63.551
mp-21508,81.155
mp-21509,49.819
mp-21609,67.221
mp-21845,166.438
mp-21851,163.928
mp-21855,35.323
mp-21879,137.231
mp-21883,222.851
mp-21887,79.888
mp-21890,69.818
mp-21893,49.969
mp-21894,69.115
mp-21907,151.91
mp-22033,108.776
mp-22036,129.477
mp-22044,88.624
mp-22050,73.035
mp-22056,84.822
mp-22065,124.931
mp-22095,101.898
mp-22120,196.814
mp-22149,92.206
mp-22150,152.951
mp-22151,65.25
mp-22152,48.294
mp-22154,53.29
mp-22159,112.758
mp-22167,109.449
mp-22179,92.176
mp-22204,223.42
mp-22205,121.971
mp-22227,146.187
mp-22229,103.672
mp-22232,22.596
mp-22240,106.766
mp-22258,188.59
mp-22262,244.767
mp-22266,167.657
mp-22268,208.218
mp-22275,108.198
mp-22284,62.337
mp-22286,89.855
mp-22287,223.174
mp-22300,183.305
mp-22302,177.538
mp-22304,23.569
mp-22307,140.355
mp-22313,73.912
mp-22315,130.285
mp-22318,44.927
mp-22319,243.159
mp-22344,106.18
mp-22346,74.417
mp-22384,79.936
mp-22386,36.204
mp-22390,166.165
mp-22394,224.114
mp-22400,50.85
mp-22426,134.315
mp-22434,216.434
mp-22435,174.986
mp-22440,158.407
mp-22441,121.859
mp-22447,125.1
mp-22460,32.743
mp-22467,47.458
mp-22478,152.403
mp-22486,115.215
mp-22489,153.001
mp-22493,89.598
mp-22498,56.636
mp-22503,153.951
mp-22511,64.09
mp-22522,145.249
mp-22568,168.668
mp-22585,200.615
mp-22595,77.206
mp-22598,144.766
mp-22607,27.992
mp-22609,52.436
mp-22617,88.056
mp-22619,132.249
mp-22626,6.233
mp-22636,196.746
mp-22637,179.549
mp-22646,129.519
mp-22662,163.617
mp-22670,120.656
mp-22682,91.458
mp-22687,33.333
mp-22693,18.391
mp-22698,101.371
mp-22700,80.248
mp-22701,126.32
mp-22704,56.047
mp-22707,40.661
mp-22717,59.191
mp-22722,194.818
mp-22725,118.564
mp-22735,29.28
mp-22736,66.112
mp-22740,84.581
mp-22759,325.769
mp-22760,93.376
mp-22769,168.613
mp-22779,84.825
mp-22786,98.7
mp-22790,199.274
mp-22793,232.51
mp-22801,137.113
mp-22803,94.549
mp-22811,49.798
mp-22849,2.668
mp-22859,10.38
mp-22862,23.77
mp-22865,14.588
mp-22866,54.739
mp-22870,13.519
mp-22872,1.673
mp-22873,52.053
mp-22876,5.347
mp-22877,10.488
mp-22880,10.581
mp-22881,8.647
mp-22887,26.542
mp-22888,19.942
mp-22896,31.744
mp-22897,11.79
mp-22898,10.558
mp-22906,12.31
mp-22907,53.954
mp-22908,4.002
mp-22909,6.868
mp-22913,42.59
mp-22916,19.491
mp-22921,55.237
mp-22922,40.56
mp-22924,29.484
mp-22930,14.264
mp-22934,12.029
mp-22936,57.888
mp-22947,11.602
mp-22950,15.269
mp-22956,11.845
mp-22958,19.057
mp-22962,13.373
mp-22971,7.311
mp-22975,9.584
mp-22977,12.85
mp-22978,20.776
mp-22982,49.799
mp-22991,9.676
mp-22993,26.665
mp-23004,13.722
mp-23021,11.063
mp-23033,47.295
mp-23036,11.09
mp-23038,11.692
mp-23039,52.919
mp-23047,51.435
mp-23052,19.161
mp-23054,57.489
mp-23056,44.628
mp-23060,7.331
mp-23067,12.406
mp-23089,86.266
mp-23121,66.189
mp-23141,64.465
mp-23152,27.767
mp-23153,4.837
mp-23154,4.11
mp-23162,15.281
mp-23171,49.437
mp-23177,11.597
mp-23183,34.633
mp-23189,0.806
mp-23192,3.392
mp-23193,16.489
mp-23194,10.546
mp-23202,13.331
mp-23205,9.165
mp-23208,31.673
mp-23209,33.615
mp-23210,8.66
mp-23217,82.795
mp-23218,3.438
mp-23222,28.2
mp-23231,38.284
mp-23234,54.948
mp-23237,54.467
mp-23241,53.143
mp-23245,54.597
mp-23247,5.309
mp-23251,13.432
mp-23255,25.058
mp-23260,16.076
mp-23261,17.477
mp-23262,53.426
mp-23263,25.473
mp-23265,29.009
mp-23268,15.1
mp-23280,0.557
mp-23281,3.21
mp-23285,38.203
mp-23288,0.983
mp-23297,6.798
mp-23300,50.357
mp-23309,5.757
mp-23312,4.428
mp-23339,27.038
mp-23341,179.413
mp-23353,14.625
mp-23392,15.735
mp-23406,8.616
mp-23425,8.082
mp-23426,107.974
mp-23445,178.102
mp-23485,10.806
mp-23487,21.031
mp-23513,12.754
mp-23526,16.231
mp-23546,3.215
mp-23560,50.715
mp-23562,20.199
mp-23671,120.516
mp-23702,28.876
mp-23703,36.35
mp-23704,19.606
mp-23710,49.554
mp-23713,46.806
mp-23714,37.591
mp-23715,30.008
mp-23737,34.622
mp-23791,14.465
mp-23804,76.609
mp-23818,37.474
mp-23846,26.337
mp-23850,13.017
mp-23856,14.251
mp-23866,8.966
mp-23870,23.295
mp-23879,35.543
mp-23918,13.991
mp-23954,28.047
mp-23956,23.064
mp-23959,24.639
mp-24012,85.382
mp-24081,16.745
mp-24082,203.084
mp-24084,13.704
mp-24095,68.409
mp-24096,71.096
mp-24141,15.292
mp-24147,55.135
mp-24151,84.452
mp-24152,86.522
mp-24154,179.449
mp-24192,87.63
mp-24237,95.971
mp-24286,131.134
mp-24291,88.564
mp-24292,48.381
mp-24390,72.678
mp-24428,19.158
mp-24650,81.498
mp-24658,75.078
mp-24668,19.452
mp-24719,200.93
mp-24721,11.395
mp-24723,196.872
mp-24726,140.725
mp-24728,175.664
mp-25469,10.009
mp-27138,10.178
mp-27145,32.168
mp-27148,89.366
mp-27175,135.341
mp-27198,24.793
mp-27207,21.759
mp-27219,49.538
mp-27227,66.519
mp-27253,80.505
